Date,Country,State,Disease,Symptoms,Cases,Severity_Score,Risk_Level,Hospital_Visits
2026-05-06,Canada,Alberta,Skin Infection,"itching, skin rash, redness, swelling",267,11,Moderate,38
2025-08-04,USA,New York,Dengue,"joint pain, high fever",85,17,High,83
2025-10-13,USA,California,Dengue,"high fever, headache, skin rash, joint pain",439,12,Moderate,199
2025-08-24,Canada,Ontario,Migraine,"headache, nausea, vomiting, sensitivity to light",132,17,High,3
2026-04-10,USA,Ohio,Typhoid,"fever, weakness",328,14,Moderate,190
2025-10-04,USA,California,Typhoid,"abdominal pain, loss of appetite, fever",448,11,Moderate,48
2025-11-12,India,Delhi,COVID-19,"cough, breathing difficulty, fever",83,7,Low,72
2025-07-05,India,Delhi,Respiratory Infection,"sore throat, cough",82,10,Moderate,51
2026-05-05,Canada,Quebec,Diabetes,"frequent urination, fatigue, increased thirst",11,20,High,5
2025-09-30,Germany,Bavaria,Typhoid,"weakness, loss of appetite, fever",474,3,Low,198
2026-03-04,USA,New York,Asthma,"wheezing, chest tightness, cough",445,12,Moderate,104
2026-02-24,USA,California,Typhoid,"weakness, fever, loss of appetite, abdominal pain",347,12,Moderate,260
2026-05-02,USA,California,Flu,"cough, fever",432,6,Low,295
2025-06-05,India,Uttar Pradesh,Asthma,"wheezing, chest tightness, breathing difficulty, cough",240,17,High,198
2026-03-25,India,Uttar Pradesh,COVID-19,"cough, loss of smell, breathing difficulty, fever",409,14,Moderate,34
2025-08-04,India,Gujarat,Skin Infection,"redness, swelling, itching",310,7,Low,272
2026-02-14,USA,California,Flu,"fever, body pain, cough, runny nose",407,12,Moderate,318
2026-02-03,India,Karnataka,Diabetes,"increased thirst, weight loss, fatigue, frequent urination",128,14,Moderate,1
2026-04-25,Germany,Bavaria,COVID-19,"breathing difficulty, fever",277,12,Moderate,136
2025-08-21,India,Punjab,Typhoid,"fever, abdominal pain, weakness",169,11,Moderate,120
2025-08-06,Germany,Hesse,Respiratory Infection,"fever, breathing issue, sore throat",420,7,Low,188
2025-05-31,Germany,Hamburg,Diabetes,"frequent urination, fatigue, increased thirst",10,20,High,10
2026-01-06,USA,Florida,Respiratory Infection,"fever, sore throat, cough",130,17,High,94
2025-10-28,USA,Florida,Typhoid,"fever, loss of appetite, abdominal pain",414,18,High,29
2026-01-03,Canada,Ontario,Migraine,"nausea, headache, sensitivity to light, vomiting",428,12,Moderate,397
2025-07-28,USA,California,Typhoid,"abdominal pain, weakness, loss of appetite, fever",128,17,High,82
2025-08-16,USA,New York,Malaria,"chills, fatigue, fever, sweating",435,12,Moderate,357
2026-01-23,USA,Texas,Typhoid,"weakness, abdominal pain, loss of appetite",16,15,High,16
2025-06-15,Canada,Ontario,Migraine,"sensitivity to light, nausea",221,7,Low,153
2025-07-10,Canada,Ontario,Migraine,"vomiting, sensitivity to light, nausea, headache",263,16,High,223
2025-11-23,Canada,Alberta,Malaria,"fatigue, chills",76,20,High,10
2025-10-16,Canada,Alberta,COVID-19,"breathing difficulty, fever, cough",421,20,High,242
2025-10-29,USA,Florida,COVID-19,"fever, breathing difficulty, loss of smell, cough",491,16,High,332
2025-09-15,USA,Florida,Typhoid,"weakness, fever, abdominal pain",98,11,Moderate,42
2026-02-22,India,Karnataka,Dengue,"joint pain, skin rash",128,11,Moderate,52
2025-06-17,India,Uttar Pradesh,Asthma,"cough, chest tightness, breathing difficulty, wheezing",27,15,High,13
2026-01-14,Germany,Hamburg,Migraine,"vomiting, headache, nausea",198,3,Low,123
2026-03-08,USA,Florida,Respiratory Infection,"cough, breathing issue, fever",164,5,Low,125
2026-01-19,Canada,Quebec,Migraine,"nausea, headache",235,12,Moderate,222
2025-12-23,USA,New York,Skin Infection,"skin rash, itching",69,20,High,38
2025-06-30,Canada,Alberta,Asthma,"cough, chest tightness, wheezing",220,12,Moderate,87
2026-04-04,India,Uttar Pradesh,Dengue,"skin rash, headache, high fever",375,15,High,60
2026-02-17,Germany,Hesse,Dengue,"headache, skin rash",327,7,Low,236
2025-07-07,USA,Texas,Skin Infection,"swelling, itching, skin rash",307,10,Moderate,154
2025-08-02,Canada,Ontario,Typhoid,"abdominal pain, fever",98,3,Low,43
2025-05-30,Germany,Hamburg,Dengue,"headache, high fever, joint pain, skin rash",274,20,High,181
2025-12-30,Germany,Hamburg,Respiratory Infection,"breathing issue, sore throat, fever",148,4,Low,50
2026-01-26,USA,Florida,Typhoid,"loss of appetite, weakness, fever, abdominal pain",270,13,Moderate,251
2025-09-01,Germany,Hesse,Flu,"cough, runny nose, body pain",308,3,Low,233
2026-04-14,India,Tamil Nadu,Asthma,"breathing difficulty, chest tightness, wheezing, cough",193,19,High,49
2025-11-10,USA,New York,COVID-19,"fever, breathing difficulty, loss of smell, cough",408,13,Moderate,245
2026-01-18,Canada,Quebec,Dengue,"skin rash, headache, high fever, joint pain",400,10,Moderate,250
2026-03-18,Germany,Hesse,Dengue,"joint pain, headache, high fever, skin rash",397,20,High,235
2026-02-11,Germany,Hesse,Migraine,"nausea, sensitivity to light",143,15,High,72
2025-10-07,Germany,Bavaria,Malaria,"fatigue, sweating, fever",47,15,High,25
2026-02-03,India,Punjab,Asthma,"breathing difficulty, cough",401,6,Low,6
2026-04-01,Canada,Quebec,Typhoid,"loss of appetite, fever, weakness",188,12,Moderate,48
2025-06-01,Canada,Alberta,Flu,"runny nose, cough",327,13,Moderate,54
2025-09-25,USA,Texas,COVID-19,"fever, cough",224,14,Moderate,44
2025-08-02,USA,Texas,Skin Infection,"swelling, itching, skin rash",322,12,Moderate,84
2025-06-29,Germany,Hamburg,Dengue,"high fever, skin rash, joint pain, headache",486,10,Moderate,188
2025-11-02,Canada,Quebec,Skin Infection,"itching, swelling, redness",436,6,Low,302
2025-08-23,USA,Ohio,Skin Infection,"swelling, itching, redness, skin rash",423,14,Moderate,134
2026-01-23,Germany,Berlin,COVID-19,"fever, loss of smell",73,16,High,2
2025-08-10,USA,Texas,COVID-19,"fever, cough, breathing difficulty",340,7,Low,146
2025-09-10,Canada,Quebec,Skin Infection,"itching, skin rash",305,10,Moderate,151
2025-11-11,Canada,Quebec,Diabetes,"fatigue, weight loss, increased thirst",63,12,Moderate,44
2025-12-14,Germany,Bavaria,Flu,"runny nose, body pain, cough, fever",471,17,High,288
2025-11-09,Canada,Quebec,Migraine,"headache, vomiting, sensitivity to light",288,14,Moderate,259
2026-03-02,Canada,Quebec,Migraine,"sensitivity to light, headache",427,19,High,93
2025-07-30,USA,Florida,Dengue,"headache, high fever",316,12,Moderate,184
2025-07-09,Canada,Ontario,Malaria,"sweating, fever",204,14,Moderate,159
2025-12-26,Germany,Hesse,Respiratory Infection,"breathing issue, fever, sore throat, cough",26,8,Moderate,11
2026-03-31,USA,Ohio,Respiratory Infection,"cough, sore throat, breathing issue, fever",12,13,Moderate,10
2025-10-08,Germany,Hesse,Respiratory Infection,"breathing issue, fever, sore throat, cough",114,12,Moderate,36
2025-10-07,Germany,Hesse,COVID-19,"cough, breathing difficulty, fever",215,13,Moderate,105
2026-03-28,USA,California,Diabetes,"frequent urination, increased thirst, weight loss, fatigue",22,13,Moderate,12
2025-10-07,Canada,Ontario,Asthma,"cough, chest tightness, breathing difficulty",495,17,High,26
2025-12-15,Germany,Hesse,Malaria,"chills, fever",389,4,Low,377
2026-01-11,Germany,Berlin,Migraine,"sensitivity to light, nausea, vomiting, headache",200,5,Low,48
2025-11-05,India,Punjab,COVID-19,"loss of smell, breathing difficulty, cough",48,4,Low,41
2025-08-26,Germany,Bavaria,Dengue,"high fever, joint pain, skin rash",150,9,Moderate,18
2026-05-21,Canada,Alberta,Dengue,"skin rash, headache, joint pain, high fever",446,20,High,228
2025-07-04,Germany,Berlin,COVID-19,"cough, fever, breathing difficulty, loss of smell",374,19,High,158
2026-02-11,Canada,Alberta,COVID-19,"loss of smell, fever, cough, breathing difficulty",171,20,High,119
2025-10-29,Canada,Quebec,Skin Infection,"skin rash, itching, swelling, redness",198,9,Moderate,99
2026-01-01,India,Uttar Pradesh,Malaria,"sweating, fatigue, chills, fever",297,7,Low,223
2026-04-24,Germany,Hesse,Typhoid,"fever, weakness",31,12,Moderate,2
2025-12-16,Canada,Quebec,COVID-19,"fever, breathing difficulty, loss of smell, cough",208,3,Low,206
2025-09-16,India,Uttar Pradesh,Migraine,"sensitivity to light, vomiting, headache",204,19,High,104
2025-10-01,India,Rajasthan,Diabetes,"weight loss, increased thirst, frequent urination, fatigue",47,14,Moderate,13
2025-11-24,Canada,Quebec,Typhoid,"fever, loss of appetite, abdominal pain",122,14,Moderate,74
2026-02-23,India,Tamil Nadu,Skin Infection,"itching, swelling, redness, skin rash",416,5,Low,318
2025-09-12,Germany,Hamburg,Diabetes,"weight loss, increased thirst, frequent urination, fatigue",459,8,Moderate,272
2025-07-20,Canada,Quebec,Malaria,"sweating, chills",65,18,High,26
2026-02-15,USA,California,COVID-19,"fever, loss of smell, breathing difficulty",452,14,Moderate,274
2026-04-01,Canada,Quebec,Dengue,"headache, high fever, skin rash",159,5,Low,57
2025-10-13,USA,Florida,COVID-19,"loss of smell, breathing difficulty",417,7,Low,131
2025-10-25,USA,New York,Dengue,"joint pain, skin rash",347,18,High,254
2025-12-09,India,Uttar Pradesh,Malaria,"fatigue, fever, sweating, chills",323,11,Moderate,322
2025-10-29,Germany,Bavaria,Dengue,"joint pain, high fever, headache",192,18,High,133
2025-06-09,India,Delhi,Flu,"cough, fever, body pain",439,15,High,269
2026-03-12,USA,Ohio,Malaria,"fatigue, fever",182,20,High,48
2025-06-15,India,Gujarat,Flu,"body pain, cough, runny nose, fever",434,8,Moderate,203
2026-04-26,Canada,Ontario,Dengue,"joint pain, skin rash, headache, high fever",42,8,Moderate,3
2025-12-20,Canada,Quebec,Dengue,"headache, joint pain",253,11,Moderate,175
2025-11-25,USA,California,Migraine,"sensitivity to light, nausea, headache",420,20,High,314
2026-04-14,Germany,Bavaria,Malaria,"fever, chills, sweating",451,10,Moderate,120
2026-03-19,Canada,Alberta,Diabetes,"frequent urination, weight loss, increased thirst, fatigue",389,4,Low,230
2025-09-23,USA,New York,Typhoid,"loss of appetite, weakness, fever, abdominal pain",335,9,Moderate,252
2026-02-13,India,Maharashtra,Typhoid,"weakness, fever",128,5,Low,123
2025-08-12,Canada,Quebec,Skin Infection,"swelling, redness, itching, skin rash",345,10,Moderate,132
2025-07-27,Canada,Ontario,Typhoid,"weakness, fever",263,6,Low,122
2026-04-21,Canada,Ontario,Asthma,"chest tightness, wheezing, breathing difficulty, cough",341,12,Moderate,283
2026-01-06,India,Uttar Pradesh,Migraine,"sensitivity to light, vomiting",351,20,High,235
2026-01-15,Germany,Berlin,Diabetes,"frequent urination, weight loss, fatigue",302,4,Low,20
2025-05-31,Canada,Ontario,Typhoid,"abdominal pain, fever, loss of appetite, weakness",276,20,High,96
2026-01-08,USA,Florida,Flu,"body pain, cough",462,4,Low,227
2026-04-07,Canada,Ontario,Dengue,"joint pain, skin rash, high fever, headache",128,9,Moderate,111
2026-03-04,Canada,Quebec,Respiratory Infection,"fever, breathing issue, cough",456,20,High,111
2025-11-21,Germany,Hamburg,Dengue,"high fever, skin rash, joint pain",228,14,Moderate,16
2025-08-07,Canada,Ontario,Dengue,"high fever, headache, skin rash, joint pain",206,10,Moderate,63
2025-10-01,India,Karnataka,Respiratory Infection,"sore throat, cough, breathing issue",176,17,High,32
2025-06-27,Canada,Quebec,Diabetes,"frequent urination, increased thirst",478,12,Moderate,471
2026-03-02,Germany,Hesse,Diabetes,"increased thirst, frequent urination, fatigue, weight loss",343,17,High,322
2026-01-14,USA,California,Dengue,"skin rash, high fever",115,17,High,94
2025-08-16,Germany,Hamburg,Typhoid,"fever, weakness, loss of appetite",354,6,Low,82
2025-09-18,Canada,Quebec,Skin Infection,"swelling, skin rash, redness",468,4,Low,67
2025-12-17,Germany,Hesse,Migraine,"headache, nausea, sensitivity to light, vomiting",160,18,High,101
2025-09-28,Germany,Berlin,COVID-19,"breathing difficulty, cough, fever",499,8,Moderate,289
2025-07-28,Canada,Quebec,Migraine,"headache, sensitivity to light, nausea",469,20,High,237
2025-07-05,USA,Texas,Dengue,"headache, skin rash",337,4,Low,198
2025-08-11,India,Karnataka,Asthma,"breathing difficulty, chest tightness",74,6,Low,46
2025-05-25,Germany,Berlin,Asthma,"cough, breathing difficulty, chest tightness",159,12,Moderate,14
2025-06-14,Germany,Berlin,Flu,"cough, runny nose, fever, body pain",381,19,High,42
2025-08-28,Germany,Bavaria,Diabetes,"weight loss, fatigue, increased thirst, frequent urination",291,18,High,71
2025-09-15,Germany,Hesse,Typhoid,"loss of appetite, abdominal pain",138,10,Moderate,82
2026-01-08,Germany,Bavaria,Dengue,"high fever, joint pain",139,15,High,100
2026-02-03,Germany,Hamburg,COVID-19,"fever, loss of smell, cough",148,16,High,136
2026-03-19,Germany,Berlin,Flu,"body pain, cough, fever",466,4,Low,87
2026-02-05,USA,Florida,Malaria,"chills, sweating, fatigue, fever",388,7,Low,244
2025-07-29,Germany,Hamburg,Typhoid,"abdominal pain, weakness",238,10,Moderate,35
2025-09-30,USA,Texas,Flu,"fever, runny nose",304,14,Moderate,267
2025-05-25,USA,Texas,Typhoid,"loss of appetite, abdominal pain",89,17,High,84
2026-05-15,Canada,Ontario,Asthma,"breathing difficulty, wheezing, cough, chest tightness",226,16,High,51
2025-10-05,India,Punjab,Flu,"body pain, cough, fever",223,16,High,19
2025-07-26,Canada,Quebec,Typhoid,"fever, loss of appetite, weakness, abdominal pain",278,4,Low,37
2025-11-01,Canada,Alberta,Diabetes,"weight loss, increased thirst",69,5,Low,59
2026-04-02,India,Gujarat,Skin Infection,"itching, swelling",366,4,Low,65
2025-09-14,USA,Ohio,Malaria,"chills, fatigue, sweating, fever",296,20,High,209
2025-06-26,Germany,Hesse,Asthma,"wheezing, breathing difficulty",48,12,Moderate,7
2026-01-06,USA,California,COVID-19,"cough, loss of smell, breathing difficulty",125,12,Moderate,69
2026-02-11,India,Gujarat,Diabetes,"frequent urination, weight loss",325,17,High,200
2025-11-21,India,Delhi,Typhoid,"weakness, abdominal pain, fever, loss of appetite",271,12,Moderate,75
2026-02-15,Canada,Ontario,Flu,"body pain, cough",34,3,Low,2
2026-03-11,India,Delhi,Diabetes,"frequent urination, fatigue, increased thirst, weight loss",99,13,Moderate,23
2026-01-23,India,Rajasthan,Typhoid,"abdominal pain, fever, loss of appetite, weakness",34,17,High,22
2025-06-10,Canada,Alberta,Malaria,"sweating, fatigue, chills",44,16,High,35
2025-08-05,USA,Ohio,Respiratory Infection,"breathing issue, sore throat",294,12,Moderate,132
2025-12-04,Canada,Ontario,Respiratory Infection,"sore throat, fever, cough",424,8,Moderate,260
2026-01-19,India,Gujarat,Migraine,"nausea, headache",326,6,Low,313
2025-08-10,Germany,Hamburg,Typhoid,"loss of appetite, weakness",485,14,Moderate,121
2026-03-24,USA,Texas,Dengue,"headache, joint pain, high fever, skin rash",26,14,Moderate,1
2026-01-05,Germany,Hamburg,COVID-19,"loss of smell, breathing difficulty, fever, cough",449,10,Moderate,125
2025-09-08,USA,Florida,Typhoid,"fever, abdominal pain",352,11,Moderate,212
2025-12-21,Germany,Bavaria,Asthma,"chest tightness, breathing difficulty, cough, wheezing",65,14,Moderate,20
2025-05-22,USA,Ohio,Migraine,"headache, sensitivity to light, nausea, vomiting",381,7,Low,45
2025-11-26,Germany,Berlin,Migraine,"vomiting, sensitivity to light",465,4,Low,356
2025-12-08,Canada,Alberta,Diabetes,"fatigue, frequent urination, weight loss, increased thirst",262,13,Moderate,71
2026-01-06,Canada,Ontario,Flu,"cough, body pain, runny nose, fever",409,7,Low,180
2026-05-08,Canada,Alberta,Asthma,"chest tightness, breathing difficulty, wheezing",482,12,Moderate,445
2026-03-05,India,Maharashtra,COVID-19,"loss of smell, cough, fever",481,3,Low,396
2025-08-15,USA,California,Skin Infection,"skin rash, redness, itching",271,20,High,230
2026-03-05,Germany,Hamburg,Migraine,"sensitivity to light, headache, vomiting",437,5,Low,429
2025-09-03,Germany,Hamburg,Malaria,"fatigue, chills, sweating",74,5,Low,52
2026-03-12,Germany,Bavaria,COVID-19,"fever, breathing difficulty, loss of smell",437,8,Moderate,340
2025-06-30,India,Tamil Nadu,Flu,"fever, cough, body pain, runny nose",281,11,Moderate,30
2026-02-16,Canada,Ontario,Skin Infection,"swelling, redness, itching",495,14,Moderate,47
2026-03-25,Germany,Bavaria,Skin Infection,"skin rash, redness, swelling",489,6,Low,153
2025-08-17,Canada,Quebec,Respiratory Infection,"breathing issue, cough, fever, sore throat",458,20,High,232
2026-05-10,Canada,Ontario,Skin Infection,"skin rash, redness, swelling, itching",290,15,High,83
2025-09-28,Canada,Ontario,COVID-19,"breathing difficulty, cough",464,6,Low,135
2025-06-16,USA,New York,COVID-19,"breathing difficulty, loss of smell, cough",38,3,Low,12
2026-01-13,Germany,Berlin,Dengue,"high fever, joint pain, skin rash, headache",95,19,High,33
2026-03-17,Canada,Alberta,Asthma,"wheezing, chest tightness, cough, breathing difficulty",227,10,Moderate,225
2025-05-22,USA,Florida,Dengue,"high fever, joint pain, headache",31,17,High,27
2025-08-20,USA,California,Flu,"runny nose, body pain, cough, fever",124,14,Moderate,92
2026-03-06,USA,Ohio,Migraine,"vomiting, sensitivity to light, nausea",415,17,High,75
2025-06-07,USA,Ohio,Dengue,"skin rash, joint pain, high fever",55,3,Low,33
2025-09-27,Canada,Quebec,Dengue,"headache, skin rash",168,8,Moderate,124
2026-02-28,USA,Texas,Asthma,"wheezing, breathing difficulty, cough, chest tightness",362,8,Moderate,147
2026-01-27,USA,Ohio,Typhoid,"weakness, loss of appetite, fever",149,9,Moderate,118
2025-06-15,India,Maharashtra,COVID-19,"breathing difficulty, loss of smell, fever",314,8,Moderate,64
2025-06-23,Canada,Alberta,COVID-19,"fever, breathing difficulty, loss of smell, cough",381,11,Moderate,32
2026-01-23,Canada,Ontario,Diabetes,"increased thirst, frequent urination, fatigue",488,15,High,334
2025-10-02,USA,California,Flu,"fever, body pain",198,11,Moderate,124
2025-08-27,Germany,Berlin,Respiratory Infection,"fever, breathing issue",457,14,Moderate,295
2025-10-23,Germany,Hesse,Diabetes,"fatigue, increased thirst, frequent urination, weight loss",359,15,High,142
2025-06-02,Canada,Quebec,Migraine,"vomiting, headache, sensitivity to light, nausea",88,4,Low,9
2025-10-16,USA,Texas,Typhoid,"weakness, loss of appetite, abdominal pain",335,18,High,289
2025-10-25,India,Maharashtra,Migraine,"sensitivity to light, vomiting, nausea, headache",256,5,Low,240
2025-06-12,India,Uttar Pradesh,Skin Infection,"itching, skin rash, redness, swelling",106,9,Moderate,13
2026-03-04,Canada,Quebec,Malaria,"sweating, chills, fever, fatigue",163,15,High,12
2026-03-19,USA,New York,Typhoid,"abdominal pain, weakness, fever",172,14,Moderate,3
2025-06-03,Germany,Hamburg,Migraine,"nausea, vomiting, sensitivity to light",500,20,High,404
2025-10-16,USA,California,Flu,"runny nose, fever, cough, body pain",190,9,Moderate,10
